Test Type,Port Number / Nameserver,Result of Test
Port Egress,47225,open
Port Egress,47226,open
Port Egress,47227,open
Port Egress,47228,open
Port Egress,47229,open
Port Egress,47230,open
Port Egress,47231,open
Port Egress,47232,open
Port Egress,47233,open
Port Egress,47236,open
Port Egress,47234,open
Port Egress,47235,open
Port Egress,47238,open
Port Egress,47237,open
Port Egress,47239,open
Port Egress,47240,open
Port Egress,47242,open
Port Egress,47241,open
Port Egress,47243,open
Port Egress,47244,open
Port Egress,47246,open
Port Egress,47245,open
Port Egress,47249,open
Port Egress,47248,open
Port Egress,47247,open
Port Egress,47250,open
Port Egress,47251,open
Port Egress,47254,open
Port Egress,47252,open
Port Egress,47253,open
Port Egress,47255,open
Port Egress,47256,open
Port Egress,47257,open
Port Egress,47258,open
Port Egress,47259,open
Port Egress,47260,open
Port Egress,47261,open
Port Egress,47262,open
Port Egress,47263,open
Port Egress,47264,open
Port Egress,47267,open
Port Egress,47265,open
Port Egress,47266,open
Port Egress,47268,open
Port Egress,47269,open
Port Egress,47270,open
Port Egress,47271,open
Port Egress,47273,open
Port Egress,47272,open
Port Egress,47275,open
Port Egress,47274,open
Port Egress,47276,open
Port Egress,47277,open
Port Egress,47279,open
Port Egress,47278,open
Port Egress,47280,open
Port Egress,47281,open
Port Egress,47282,open
Port Egress,47283,open
Port Egress,47284,open
Port Egress,47285,open
Port Egress,47286,open
Port Egress,47287,open
Port Egress,47288,open
Port Egress,47289,open
Port Egress,47290,open
Port Egress,47291,open
Port Egress,47293,open
Port Egress,47292,open
Port Egress,47294,open
Port Egress,47295,open
Port Egress,47296,open
Port Egress,47297,open
Port Egress,47298,open
Port Egress,47299,open
Port Egress,47300,open
Port Egress,47301,open
Port Egress,47302,open
Port Egress,47303,open
Port Egress,47304,open
Port Egress,47305,open
Port Egress,47306,open
Port Egress,47307,open
Port Egress,47308,open
Port Egress,47309,open
Port Egress,47310,open
Port Egress,47312,open
Port Egress,47311,open
Port Egress,47313,open
Port Egress,47314,open
Port Egress,47315,open
Port Egress,47316,open
Port Egress,47317,open
Port Egress,47319,open
Port Egress,47318,open
Port Egress,47320,open
Port Egress,47321,open
Port Egress,47322,open
Port Egress,47323,open
Port Egress,47324,open
Port Egress,47325,open
Port Egress,47326,open
Port Egress,47327,open
Port Egress,47328,open
Port Egress,47330,open
Port Egress,47329,open
Port Egress,47331,open
Port Egress,47333,open
Port Egress,47332,open
Port Egress,47334,open
Port Egress,47335,open
Port Egress,47336,open
Port Egress,47337,open
Port Egress,47338,open
Port Egress,47339,open
Port Egress,47340,open
Port Egress,47341,open
Port Egress,47342,open
Port Egress,47343,open
Port Egress,47344,open
Port Egress,47345,open
Port Egress,47346,open
Port Egress,47347,open
Port Egress,47348,open
Port Egress,47350,open
Port Egress,47349,open
Port Egress,47351,open
Port Egress,47352,open
Port Egress,47353,open
Port Egress,47355,open
Port Egress,47356,open
Port Egress,47357,open
Port Egress,47358,open
Port Egress,47359,open
Port Egress,47360,open
Port Egress,47361,open
Port Egress,47362,open
Port Egress,47363,open
Port Egress,47364,open
Port Egress,47365,open
Port Egress,47366,open
Port Egress,47368,open
Port Egress,47367,open
Port Egress,47369,open
Port Egress,47370,open
Port Egress,47371,open
Port Egress,47373,open
Port Egress,47372,open
Port Egress,47374,open
Port Egress,47375,open
Port Egress,47376,open
Port Egress,47377,open
Port Egress,47378,open
Port Egress,47379,open
Port Egress,47380,open
Port Egress,47381,open
Port Egress,47382,open
Port Egress,47383,open
Port Egress,47384,open
Port Egress,47385,open
Port Egress,47386,open
Port Egress,47387,open
Port Egress,47388,open
Port Egress,47389,open
Port Egress,47390,open
Port Egress,47391,open
Port Egress,47392,open
Port Egress,47393,open
Port Egress,47394,open
Port Egress,47395,open
Port Egress,47396,open
Port Egress,47399,open
Port Egress,47397,open
Port Egress,47398,open
Port Egress,47401,open
Port Egress,47400,open
Port Egress,47402,open
Port Egress,47403,open
Port Egress,47404,open
Port Egress,47405,open
Port Egress,47406,open
Port Egress,47408,open
Port Egress,47407,open
Port Egress,47411,open
Port Egress,47409,open
Port Egress,47410,open
Port Egress,47412,open
Port Egress,47413,open
Port Egress,47414,open
Port Egress,47416,open
Port Egress,47417,open
Port Egress,47415,open
Port Egress,47418,open
Port Egress,47419,open
Port Egress,47420,open
Port Egress,47421,open
Port Egress,47422,open
Port Egress,47424,open
Port Egress,47423,open
Port Egress,47425,open
Port Egress,47426,open
Port Egress,47427,open
Port Egress,47428,open
Port Egress,47429,open
Port Egress,47430,open
Port Egress,47431,open
Port Egress,47433,open
Port Egress,47432,open
Port Egress,47434,open
Port Egress,47435,open
Port Egress,47436,open
Port Egress,47437,open
Port Egress,47438,open
Port Egress,47439,open
Port Egress,47440,open
Port Egress,47441,open
Port Egress,47442,open
Port Egress,47443,open
Port Egress,47444,open
Port Egress,47445,open
Port Egress,47446,open
Port Egress,47447,open
Port Egress,47448,open
Port Egress,47449,open
Port Egress,47450,open
Port Egress,47451,open
Port Egress,47452,open
Port Egress,47354,open
Port Egress,47453,open
Port Egress,47454,open
Port Egress,47455,open
Port Egress,47456,open
Port Egress,47457,open
Port Egress,47458,open
Port Egress,47459,open
Port Egress,47460,open
Port Egress,47461,open
Port Egress,47462,open
Port Egress,47463,open
Port Egress,47464,open
Port Egress,47465,open
Port Egress,47466,open
Port Egress,47467,open
Port Egress,47468,open
Port Egress,47469,open
Port Egress,47470,open
Port Egress,47472,open
Port Egress,47471,open
Port Egress,47473,open
Port Egress,47474,open
Port Egress,47475,open
Port Egress,47476,open
Port Egress,47477,open
Port Egress,47478,open
Port Egress,47479,open
Port Egress,47480,open
Port Egress,47481,open
Port Egress,47482,open
Port Egress,47483,open
Port Egress,47485,open
Port Egress,47484,open
Port Egress,47488,open
Port Egress,47487,open
Port Egress,47486,open
Port Egress,47489,open
Port Egress,47490,open
Port Egress,47491,open
Port Egress,47492,open
Port Egress,47493,open
Port Egress,47494,open
Port Egress,47495,open
Port Egress,47496,open
Port Egress,47497,open
Port Egress,47498,open
Port Egress,47499,open
Port Egress,47500,open
Port Egress,47501,open
Port Egress,47502,open
Port Egress,47504,open
Port Egress,47503,open
Port Egress,47506,open
Port Egress,47505,open
Port Egress,47507,open
Port Egress,47509,open
Port Egress,47508,open
Port Egress,47510,open
Port Egress,47511,open
Port Egress,47512,open
Port Egress,47513,open
Port Egress,47514,open
Port Egress,47515,open
Port Egress,47516,open
Port Egress,47517,open
Port Egress,47518,open
Port Egress,47519,open
Port Egress,47520,open
Port Egress,47521,open
Port Egress,47522,open
Port Egress,47523,open
Port Egress,47524,open
Port Egress,47525,open
Port Egress,47526,open
Port Egress,47527,open
Port Egress,47528,open
Port Egress,47529,open
Port Egress,47530,open
Port Egress,47532,open
Port Egress,47531,open
Port Egress,47534,open
Port Egress,47533,open
Port Egress,47535,open
Port Egress,47537,open
Port Egress,47536,open
Port Egress,47539,open
Port Egress,47538,open
Port Egress,47540,open
Port Egress,47541,open
Port Egress,47542,open
Port Egress,47543,open
Port Egress,47544,open
Port Egress,47545,open
Port Egress,47546,open
Port Egress,47548,open
Port Egress,47547,open
Port Egress,47550,open
Port Egress,47551,open
Port Egress,47549,open
Port Egress,47552,open
Port Egress,47553,open
Port Egress,47554,open
Port Egress,47555,open
Port Egress,47556,open
Port Egress,47557,open
Port Egress,47558,open
Port Egress,47559,open
Port Egress,47560,open
Port Egress,47561,open
Port Egress,47562,open
Port Egress,47564,open
Port Egress,47563,open
Port Egress,47565,open
Port Egress,47566,open
Port Egress,47567,open
Port Egress,47568,open
Port Egress,47571,open
Port Egress,47570,open
Port Egress,47569,open
Port Egress,47572,open
Port Egress,47573,open
Port Egress,47574,open
Port Egress,47575,open
Port Egress,47576,open
Port Egress,47577,open
Port Egress,47578,open
Port Egress,47579,open
Port Egress,47580,open
Port Egress,47582,open
Port Egress,47581,open
Port Egress,47584,open
Port Egress,47585,open
Port Egress,47583,open
Port Egress,47587,open
Port Egress,47586,open
Port Egress,47588,open
Port Egress,47590,open
Port Egress,47589,open
Port Egress,47591,open
Port Egress,47592,open
Port Egress,47593,open
Port Egress,47594,open
Port Egress,47595,open
Port Egress,47596,open
Port Egress,47597,open
Port Egress,47599,open
Port Egress,47598,open
Port Egress,47600,open
Port Egress,47601,open
Port Egress,47602,open
Port Egress,47603,open
Port Egress,47604,open
Port Egress,47605,open
Port Egress,47606,open
Port Egress,47607,open
Port Egress,47608,open
Port Egress,47609,open
Port Egress,47610,open
Port Egress,47612,open
Port Egress,47611,open
Port Egress,47613,open
Port Egress,47615,open
Port Egress,47614,open
Port Egress,47616,open
Port Egress,47617,open
Port Egress,47618,open
Port Egress,47619,open
Port Egress,47620,open
Port Egress,47621,open
Port Egress,47623,open
Port Egress,47622,open
Port Egress,47624,open
Port Egress,47626,open
Port Egress,47625,open
Port Egress,47627,open
Port Egress,47628,open
Port Egress,47629,open
Port Egress,47630,open
Port Egress,47631,open
Port Egress,47632,open
Port Egress,47633,open
Port Egress,47634,open
Port Egress,47635,open
Port Egress,47636,open
Port Egress,47637,open
Port Egress,47638,open
Port Egress,47639,open
Port Egress,47640,open
Port Egress,47641,open
Port Egress,47643,open
Port Egress,47642,open
Port Egress,47644,open
Port Egress,47645,open
Port Egress,47646,open
Port Egress,47648,open
Port Egress,47647,open
Port Egress,47649,open
Port Egress,47651,open
Port Egress,47650,open
Port Egress,47652,open
Port Egress,47653,open
Port Egress,47654,open
Port Egress,47655,open
Port Egress,47656,open
Port Egress,47657,open
Port Egress,47658,open
Port Egress,47659,open
Port Egress,47660,open
Port Egress,47661,open
Port Egress,47662,open
Port Egress,47663,open
Port Egress,47664,open
Port Egress,47665,open
Port Egress,47666,open
Port Egress,47667,open
Port Egress,47668,open
Port Egress,47669,open
Port Egress,47670,open
Port Egress,47671,open
Port Egress,47672,open
Port Egress,47673,open
Port Egress,47674,open
Port Egress,47675,open
Port Egress,47676,open
Port Egress,47677,open
Port Egress,47678,open
Port Egress,47679,open
Port Egress,47680,open
Port Egress,47681,open
Port Egress,47682,open
Port Egress,47683,open
Port Egress,47685,open
Port Egress,47684,open
Port Egress,47686,open
Port Egress,47687,open
Port Egress,47688,open
Port Egress,47689,open
Port Egress,47690,open
Port Egress,47691,open
Port Egress,47692,open
Port Egress,47694,open
Port Egress,47693,open
Port Egress,47695,open
Port Egress,47696,open
Port Egress,47698,open
Port Egress,47697,open
Port Egress,47700,open
Port Egress,47699,open
Port Egress,47701,open
Port Egress,47703,open
Port Egress,47702,open
Port Egress,47704,open
Port Egress,47705,open
Port Egress,47706,open
Port Egress,47707,open
Port Egress,47708,open
Port Egress,47709,open
Port Egress,47710,open
Port Egress,47711,open
Port Egress,47712,open
Port Egress,47713,open
Port Egress,47714,open
Port Egress,47715,open
Port Egress,47716,open
Port Egress,47717,open
Port Egress,47718,open
Port Egress,47719,open
Port Egress,47720,open
Port Egress,47721,open
Port Egress,47722,open
Port Egress,47723,open
Port Egress,47724,open
Port Egress,47725,open
Port Egress,47726,open
Port Egress,47727,open
Port Egress,47728,open
Port Egress,47729,open
Port Egress,47730,open
Port Egress,47731,open
Port Egress,47732,open
Port Egress,47734,open
Port Egress,47733,open
Port Egress,47735,open
Port Egress,47737,open
Port Egress,47736,open
Port Egress,47738,open
Port Egress,47741,open
Port Egress,47739,open
Port Egress,47740,open
Port Egress,47743,open
Port Egress,47742,open
Port Egress,47744,open
Port Egress,47745,open
Port Egress,47746,open
Port Egress,47747,open
Port Egress,47748,open
Port Egress,47749,open
Port Egress,47750,open
Port Egress,47751,open
Port Egress,47752,open
Port Egress,47754,open
Port Egress,47753,open
Port Egress,47755,open
Port Egress,47756,open
Port Egress,47757,open
Port Egress,47758,open
Port Egress,47759,open
Port Egress,47760,open
Port Egress,47761,open
Port Egress,47762,open
Port Egress,47764,open
Port Egress,47763,open
Port Egress,47765,open
Port Egress,47766,open
Port Egress,47767,open
Port Egress,47768,open
Port Egress,47770,open
Port Egress,47769,open
Port Egress,47771,open
Port Egress,47772,open
Port Egress,47773,open
Port Egress,47774,open
Port Egress,47775,open
Port Egress,47776,open
Port Egress,47777,open
Port Egress,47778,open
Port Egress,47779,open
Port Egress,47780,open
Port Egress,47782,open
Port Egress,47781,open
Port Egress,47783,open
Port Egress,47784,open
Port Egress,47785,open
Port Egress,47786,open
Port Egress,47787,open
Port Egress,47788,open
Port Egress,47789,open
Port Egress,47790,open
Port Egress,47791,open
Port Egress,47792,open
Port Egress,47793,open
Port Egress,47795,open
Port Egress,47794,open
Port Egress,47796,open
Port Egress,47797,open
Port Egress,47798,open
Port Egress,47799,open
Port Egress,47800,open
Port Egress,47801,open
Port Egress,47802,open
Port Egress,47803,open
Port Egress,47804,open
Port Egress,47805,open
Port Egress,47806,open
Port Egress,47807,open
Port Egress,47808,open
Port Egress,47809,open
Port Egress,47810,open
Port Egress,47811,open
Port Egress,47812,open
Port Egress,47813,open
Port Egress,47814,open
Port Egress,47815,open
Port Egress,47816,open
Port Egress,47817,open
Port Egress,47818,open
Port Egress,47819,open
Port Egress,47820,open
Port Egress,47821,open
Port Egress,47822,open
Port Egress,47824,open
Port Egress,47823,open
Port Egress,47825,open
Port Egress,47826,open
Port Egress,47827,open
Port Egress,47828,open
Port Egress,47829,open
Port Egress,47830,open
Port Egress,47831,open
Port Egress,47832,open
Port Egress,47833,open
Port Egress,47834,open
Port Egress,47835,open
Port Egress,47836,open
Port Egress,47837,open
Port Egress,47838,open
Port Egress,47839,open
Port Egress,47840,open
Port Egress,47841,open
Port Egress,47842,open
Port Egress,47843,open
Port Egress,47844,open
Port Egress,47845,open
Port Egress,47846,open
Port Egress,47847,open
Port Egress,47848,open
Port Egress,47850,open
Port Egress,47849,open
Port Egress,47851,open
Port Egress,47852,open
Port Egress,47853,open
Port Egress,47854,open
Port Egress,47855,open
Port Egress,47856,open
Port Egress,47857,open
Port Egress,47858,open
Port Egress,47859,open
Port Egress,47860,open
Port Egress,47862,open
Port Egress,47861,open
Port Egress,47863,open
Port Egress,47864,open
Port Egress,47865,open
Port Egress,47866,open
Port Egress,47867,open
Port Egress,47868,open
Port Egress,47869,open
Port Egress,47870,open
Port Egress,47871,open
Port Egress,47872,open
Port Egress,47873,open
Port Egress,47874,open
Port Egress,47875,open
Port Egress,47876,open
Port Egress,47877,open
Port Egress,47878,open
Port Egress,47879,open
Port Egress,47880,open
Port Egress,47881,open
Port Egress,47882,open
Port Egress,47883,open
Port Egress,47884,open
Port Egress,47885,open
Port Egress,47886,open
Port Egress,47887,open
Port Egress,47888,open
Port Egress,47889,open
Port Egress,47890,open
Port Egress,47891,open
Port Egress,47892,open
Port Egress,47893,open
Port Egress,47894,open
Port Egress,47895,open
Port Egress,47896,open
Port Egress,47897,open
Port Egress,47898,open
Port Egress,47899,open
Port Egress,47900,open
Port Egress,47901,open
Port Egress,47902,open
Port Egress,47903,open
Port Egress,47904,open
Port Egress,47906,open
Port Egress,47905,open
Port Egress,47907,open
Port Egress,47908,open
Port Egress,47909,open
Port Egress,47910,open
Port Egress,47911,open
Port Egress,47912,open
Port Egress,47913,open
Port Egress,47915,open
Port Egress,47914,open
Port Egress,47916,open
Port Egress,47917,open
Port Egress,47918,open
Port Egress,47919,open
Port Egress,47920,open
Port Egress,47921,open
Port Egress,47922,open
Port Egress,47923,open
Port Egress,47925,open
Port Egress,47924,open
Port Egress,47926,open
Port Egress,47927,open
Port Egress,47928,open
Port Egress,47929,open
Port Egress,47930,open
Port Egress,47931,open
Port Egress,47932,open
Port Egress,47933,open
Port Egress,47934,open
Port Egress,47935,open
Port Egress,47936,open
Port Egress,47937,open
Port Egress,47938,open
Port Egress,47939,open
Port Egress,47940,open
Port Egress,47941,open
Port Egress,47942,open
Port Egress,47943,open
Port Egress,47944,open
Port Egress,47945,open
Port Egress,47946,open
Port Egress,47947,open
Port Egress,47948,open
Port Egress,47949,open
Port Egress,47950,open
Port Egress,47951,open
Port Egress,47952,open
Port Egress,47953,open
Port Egress,47954,open
Port Egress,47955,open
Port Egress,47956,open
Port Egress,47957,open
Port Egress,47958,open
Port Egress,47959,open
Port Egress,47961,open
Port Egress,47960,open
Port Egress,47962,open
Port Egress,47963,open
Port Egress,47964,open
Port Egress,47965,open
Port Egress,47966,open
Port Egress,47967,open
Port Egress,47968,open
Port Egress,47969,open
Port Egress,47971,open
Port Egress,47970,open
Port Egress,47972,open
Port Egress,47973,open
Port Egress,47974,open
Port Egress,47975,open
Port Egress,47976,open
Port Egress,47977,open
Port Egress,47979,open
Port Egress,47978,open
Port Egress,47980,open
Port Egress,47981,open
Port Egress,47982,open
Port Egress,47983,open
Port Egress,47984,open
Port Egress,47985,open
Port Egress,47986,open
Port Egress,47987,open
Port Egress,47988,open
Port Egress,47989,open
Port Egress,47990,open
Port Egress,47991,open
Port Egress,47992,open
Port Egress,47994,open
Port Egress,47993,open
Port Egress,47995,open
Port Egress,47997,open
Port Egress,47996,open
Port Egress,47998,open
Port Egress,47999,open
Port Egress,48000,open
Port Egress,48001,open
Port Egress,48002,open
Port Egress,48003,open
Port Egress,48004,open
Port Egress,48005,open
Port Egress,48006,open
Port Egress,48008,open
Port Egress,48007,open
Port Egress,48009,open
Port Egress,48010,open
Port Egress,48012,open
Port Egress,48011,open
Port Egress,48013,open
Port Egress,48014,open
Port Egress,48015,open
Port Egress,48016,open
Port Egress,48017,open
Port Egress,48018,open
Port Egress,48019,open
Port Egress,48020,open
Port Egress,48021,open
Port Egress,48024,open
Port Egress,48022,open
Port Egress,48023,open
Port Egress,48025,open
Port Egress,48026,open
Port Egress,48027,open
Port Egress,48028,open
Port Egress,48030,open
Port Egress,48029,open
Port Egress,48031,open
Port Egress,48033,open
Port Egress,48032,open
Port Egress,48034,open
Port Egress,48035,open
Port Egress,48036,open
Port Egress,48037,open
Port Egress,48039,open
Port Egress,48040,open
Port Egress,48041,open
Port Egress,48042,open
Port Egress,48043,open
Port Egress,48044,open
Port Egress,48046,open
Port Egress,48045,open
Port Egress,48047,open
Port Egress,48048,open
Port Egress,48049,open
Port Egress,48050,open
Port Egress,48051,open
Port Egress,48052,open
Port Egress,48053,open
Port Egress,48054,open
Port Egress,48055,open
Port Egress,48057,open
Port Egress,48056,open
Port Egress,48058,open
Port Egress,48059,open
Port Egress,48060,open
Port Egress,48061,open
Port Egress,48062,open
Port Egress,48063,open
Port Egress,48064,open
Port Egress,48065,open
Port Egress,48067,open
Port Egress,48068,open
Port Egress,48066,open
Port Egress,48069,open
Port Egress,48070,open
Port Egress,48071,open
Port Egress,48072,open
Port Egress,48073,open
Port Egress,48074,open
Port Egress,48075,open
Port Egress,48076,open
Port Egress,48077,open
Port Egress,48078,open
Port Egress,48079,open
Port Egress,48080,open
Port Egress,48081,open
Port Egress,48082,open
Port Egress,48084,open
Port Egress,48083,open
Port Egress,48085,open
Port Egress,48086,open
Port Egress,48087,open
Port Egress,48088,open
Port Egress,48089,open
Port Egress,48090,open
Port Egress,48091,open
Port Egress,48092,open
Port Egress,48093,open
Port Egress,48094,open
Port Egress,48095,open
Port Egress,48096,open
Port Egress,48097,open
Port Egress,48098,open
Port Egress,48099,open
Port Egress,48100,open
Port Egress,48101,open
Port Egress,48102,open
Port Egress,48103,open
Port Egress,48104,open
Port Egress,48105,open
Port Egress,48107,open
Port Egress,48106,open
Port Egress,48108,open
Port Egress,48109,open
Port Egress,48111,open
Port Egress,48110,open
Port Egress,48112,open
Port Egress,48113,open
Port Egress,48114,open
Port Egress,48116,open
Port Egress,48115,open
Port Egress,48118,open
Port Egress,48117,open
Port Egress,48120,open
Port Egress,48119,open
Port Egress,48122,open
Port Egress,48121,open
Port Egress,48123,open
Port Egress,48124,open
Port Egress,48126,open
Port Egress,48125,open
Port Egress,48127,open
Port Egress,48129,open
Port Egress,48128,open
Port Egress,48131,open
Port Egress,48130,open
Port Egress,48132,open
Port Egress,48133,open
Port Egress,48135,open
Port Egress,48134,open
Port Egress,48136,open
Port Egress,48038,open
Port Egress,48137,open
Port Egress,48138,open
Port Egress,48139,open
Port Egress,48140,open
Port Egress,48142,open
Port Egress,48141,open
Port Egress,48143,open
Port Egress,48145,open
Port Egress,48144,open
Port Egress,48146,open
Port Egress,48147,open
Port Egress,48148,open
Port Egress,48149,open
Port Egress,48150,open
Port Egress,48151,open
Port Egress,48152,open
Port Egress,48153,open
Port Egress,48154,open
Port Egress,48155,open
Port Egress,48156,open
Port Egress,48157,open
Port Egress,48158,open
Port Egress,48159,open
Port Egress,48160,open
Port Egress,48161,open
Port Egress,48162,open
Port Egress,48163,open
Port Egress,48164,open
Port Egress,48165,open
Port Egress,48166,open
Port Egress,48167,open
Port Egress,48168,open
Port Egress,48169,open
Port Egress,48171,open
Port Egress,48170,open
Port Egress,48172,open
Port Egress,48173,open
Port Egress,48174,open
Port Egress,48175,open
Port Egress,48176,open
Port Egress,48177,open
Port Egress,48178,open
Port Egress,48179,open
Port Egress,48180,open
Port Egress,48181,open
Port Egress,48182,open
Port Egress,48183,open
Port Egress,48184,open
Port Egress,48185,open
Port Egress,48187,open
Port Egress,48188,open
Port Egress,48189,open
Port Egress,48186,open
Port Egress,48190,open
Port Egress,48191,open
Port Egress,48192,open
Port Egress,48193,open
Port Egress,48194,open
Port Egress,48195,open
Port Egress,48196,open
Port Egress,48198,open
Port Egress,48197,open
Port Egress,48199,open
Port Egress,48201,open
Port Egress,48200,open
Port Egress,48202,open
Port Egress,48204,open
Port Egress,48203,open
Port Egress,48205,open
Port Egress,48206,open
Port Egress,48207,open
Port Egress,48208,open
Port Egress,48210,open
Port Egress,48209,open
Port Egress,48211,open
Port Egress,48212,open
Port Egress,48213,open
Port Egress,48214,open
Port Egress,48215,open
Port Egress,48216,open
Port Egress,48217,open
Port Egress,48218,open
Port Egress,48219,open
Port Egress,48220,open
Port Egress,48221,open
Port Egress,48222,open
Port Egress,48223,open
Port Egress,48224,open
Port Egress,48225,open
Port Egress,48226,open
Port Egress,48227,open
Port Egress,48228,open
Port Egress,48229,open
Port Egress,48230,open
Port Egress,48231,open
Port Egress,48232,open
Port Egress,48233,open
Port Egress,48234,open
Port Egress,48235,open
Port Egress,48236,open
Port Egress,48237,open
Port Egress,48238,open
Port Egress,48239,open
Port Egress,48240,open
Port Egress,48241,open
Port Egress,48242,open
Port Egress,48243,open
Port Egress,48244,open
Port Egress,48245,open
Port Egress,48246,open
Port Egress,48247,open
Port Egress,48248,open
Port Egress,48249,open
Port Egress,48250,open
Port Egress,48251,open
Port Egress,48252,open
Port Egress,48253,open
Port Egress,48254,open
Port Egress,48255,open
Port Egress,48256,open
Port Egress,48257,open
Port Egress,48258,open
Port Egress,48259,open
Port Egress,48260,open
Port Egress,48261,open
Port Egress,48262,open
Port Egress,48263,open
Port Egress,48264,open
Port Egress,48265,open
Port Egress,48266,open
Port Egress,48267,open
Port Egress,48268,open
Port Egress,48269,open
Port Egress,48270,open
Port Egress,48271,open
Port Egress,48272,open
Port Egress,48273,open
Port Egress,48274,open
Port Egress,48276,open
Port Egress,48275,open
Port Egress,48277,open
Port Egress,48278,open
Port Egress,48279,open
Port Egress,48281,open
Port Egress,48280,open
Port Egress,48282,open
Port Egress,48283,open
Port Egress,48285,open
Port Egress,48284,open
Port Egress,48286,open
Port Egress,48287,open
Port Egress,48288,open
Port Egress,48289,open
Port Egress,48290,open
Port Egress,48291,open
Port Egress,48292,open
Port Egress,48293,open
Port Egress,48294,open
Port Egress,48295,open
Port Egress,48296,open
Port Egress,48297,open
Port Egress,48299,open
Port Egress,48298,open
Port Egress,48300,open
Port Egress,48302,open
Port Egress,48301,open
Port Egress,48303,open
Port Egress,48305,open
Port Egress,48304,open
Port Egress,48306,open
Port Egress,48307,open
Port Egress,48308,open
Port Egress,48309,open
Port Egress,48310,open
Port Egress,48311,open
Port Egress,48312,open
Port Egress,48313,open
Port Egress,48314,open
Port Egress,48315,open
Port Egress,48316,open
Port Egress,48317,open
Port Egress,48318,open
Port Egress,48319,open
Port Egress,48321,open
Port Egress,48320,open
Port Egress,48322,open
Port Egress,48323,open
Port Egress,48324,open
Port Egress,48325,open
Port Egress,48327,open
Port Egress,48326,open
Port Egress,48328,open
Port Egress,48329,open
Port Egress,48330,open
Port Egress,48331,open
Port Egress,48332,open
Port Egress,48333,open
Port Egress,48334,open
Port Egress,48335,open
Port Egress,48336,open
Port Egress,48337,open
Port Egress,48338,open
Port Egress,48339,open
Port Egress,48340,open
Port Egress,48341,open
Port Egress,48342,open
Port Egress,48343,open
Port Egress,48344,open
Port Egress,48345,open
Port Egress,48346,open
Port Egress,48347,open
Port Egress,48348,open
Port Egress,48350,open
Port Egress,48349,open
Port Egress,48351,open
Port Egress,48352,open
Port Egress,48353,open
Port Egress,48354,open
Port Egress,48355,open
Port Egress,48356,open
Port Egress,48357,open
Port Egress,48358,open
Port Egress,48359,open
Port Egress,48360,open
Port Egress,48361,open
Port Egress,48362,open
Port Egress,48363,open
Port Egress,48364,open
Port Egress,48365,open
Port Egress,48366,open
Port Egress,48367,open
Port Egress,48368,open
Port Egress,48369,open
Port Egress,48370,open
Port Egress,48371,open
Port Egress,48372,open
Port Egress,48373,open
Port Egress,48374,open
Port Egress,48375,open
Port Egress,48376,open
Port Egress,48377,open
Port Egress,48378,open
Port Egress,48379,open
Port Egress,48380,open
Port Egress,48381,open
Port Egress,48382,open
Port Egress,48383,open
Port Egress,48384,open
Port Egress,48385,open
Port Egress,48386,open
Port Egress,48387,open
Port Egress,48388,open
Port Egress,48389,open
Port Egress,48390,open
Port Egress,48391,open
Port Egress,48392,open
Port Egress,48393,open
Port Egress,48394,open
Port Egress,48395,open
Port Egress,48396,open
Port Egress,48397,open
Port Egress,48398,open
Port Egress,48399,open
Port Egress,48400,open
Port Egress,48401,open
Port Egress,48404,open
Port Egress,48402,open
Port Egress,48403,open
Port Egress,48405,open
Port Egress,48406,open
Port Egress,48407,open
Port Egress,48408,open
Port Egress,48409,open
Port Egress,48410,open
Port Egress,48411,open
Port Egress,48412,open
Port Egress,48413,open
Port Egress,48414,open
Port Egress,48415,open
Port Egress,48416,open
Port Egress,48417,open
Port Egress,48418,open
Port Egress,48419,open
Port Egress,48421,open
Port Egress,48420,open
Port Egress,48422,open
Port Egress,48423,open
Port Egress,48424,open
Port Egress,48425,open
Port Egress,48426,open
Port Egress,48427,open
Port Egress,48429,open
Port Egress,48428,open
Port Egress,48430,open
Port Egress,48431,open
Port Egress,48432,open
Port Egress,48434,open
Port Egress,48433,open
Port Egress,48435,open
Port Egress,48437,open
Port Egress,48436,open
Port Egress,48438,open
Port Egress,48440,open
Port Egress,48439,open
Port Egress,48441,open
Port Egress,48442,open
Port Egress,48443,open
Port Egress,48444,open
Port Egress,48445,open
Port Egress,48446,open
Port Egress,48447,open
Port Egress,48448,open
Port Egress,48449,open
Port Egress,48451,open
Port Egress,48450,open
Port Egress,48452,open
Port Egress,48453,open
Port Egress,48454,open
Port Egress,48455,open
Port Egress,48456,open
Port Egress,48457,open
Port Egress,48458,open
Port Egress,48459,open
Port Egress,48460,open
Port Egress,48461,open
Port Egress,48462,open
Port Egress,48463,open
Port Egress,48464,open
Port Egress,48465,open
Port Egress,48467,open
Port Egress,48466,open
Port Egress,48468,open
Port Egress,48469,open
Port Egress,48470,open
Port Egress,48471,open
Port Egress,48472,open
Port Egress,48473,open
Port Egress,48474,open
Port Egress,48476,open
Port Egress,48475,open
Port Egress,48477,open
Port Egress,48478,open
Port Egress,48479,open
Port Egress,48480,open
Port Egress,48481,open
Port Egress,48483,open
Port Egress,48484,open
Port Egress,48482,open
Port Egress,48485,open
Port Egress,48486,open
Port Egress,48487,open
Port Egress,48489,open
Port Egress,48488,open
Port Egress,48490,open
Port Egress,48491,open
Port Egress,48492,open
Port Egress,48493,open
Port Egress,48494,open
