Test Type,Port Number / Nameserver,Result of Test
Port Egress,37937,open
Port Egress,37938,open
Port Egress,37939,open
Port Egress,37940,open
Port Egress,37941,open
Port Egress,37942,open
Port Egress,37943,open
Port Egress,37944,open
Port Egress,37946,open
Port Egress,37945,open
Port Egress,37947,open
Port Egress,37948,open
Port Egress,37949,open
Port Egress,37950,open
Port Egress,37952,open
Port Egress,37951,open
Port Egress,37953,open
Port Egress,37954,open
Port Egress,37955,open
Port Egress,37956,open
Port Egress,37957,open
Port Egress,37958,open
Port Egress,37959,open
Port Egress,37960,open
Port Egress,37961,open
Port Egress,37962,open
Port Egress,37963,open
Port Egress,37964,open
Port Egress,37965,open
Port Egress,37966,open
Port Egress,37968,open
Port Egress,37967,open
Port Egress,37970,open
Port Egress,37969,open
Port Egress,37971,open
Port Egress,37972,open
Port Egress,37973,open
Port Egress,37974,open
Port Egress,37975,open
Port Egress,37976,open
Port Egress,37977,open
Port Egress,37978,open
Port Egress,37979,open
Port Egress,37980,open
Port Egress,37981,open
Port Egress,37982,open
Port Egress,37983,open
Port Egress,37984,open
Port Egress,37986,open
Port Egress,37985,open
Port Egress,37987,open
Port Egress,37988,open
Port Egress,37989,open
Port Egress,37990,open
Port Egress,37991,open
Port Egress,37992,open
Port Egress,37993,open
Port Egress,37994,open
Port Egress,37995,open
Port Egress,37996,open
Port Egress,37997,open
Port Egress,37998,open
Port Egress,37999,open
Port Egress,38000,open
Port Egress,38001,open
Port Egress,38002,open
Port Egress,38003,open
Port Egress,38004,open
Port Egress,38005,open
Port Egress,38006,open
Port Egress,38007,open
Port Egress,38008,open
Port Egress,38009,open
Port Egress,38010,open
Port Egress,38011,open
Port Egress,38013,open
Port Egress,38012,open
Port Egress,38014,open
Port Egress,38015,open
Port Egress,38016,open
Port Egress,38017,open
Port Egress,38019,open
Port Egress,38018,open
Port Egress,38020,open
Port Egress,38021,open
Port Egress,38022,open
Port Egress,38023,open
Port Egress,38024,open
Port Egress,38025,open
Port Egress,38026,open
Port Egress,38027,open
Port Egress,38028,open
Port Egress,38030,open
Port Egress,38029,open
Port Egress,38031,open
Port Egress,38032,open
Port Egress,38033,open
Port Egress,38034,open
Port Egress,38035,open
Port Egress,38036,open
Port Egress,38037,open
Port Egress,38038,open
Port Egress,38039,open
Port Egress,38040,open
Port Egress,38041,open
Port Egress,38042,open
Port Egress,38043,open
Port Egress,38044,open
Port Egress,38046,open
Port Egress,38045,open
Port Egress,38048,open
Port Egress,38047,open
Port Egress,38049,open
Port Egress,38050,open
Port Egress,38052,open
Port Egress,38051,open
Port Egress,38053,open
Port Egress,38054,open
Port Egress,38055,open
Port Egress,38057,open
Port Egress,38058,open
Port Egress,38056,open
Port Egress,38060,open
Port Egress,38059,open
Port Egress,38061,open
Port Egress,38062,open
Port Egress,38065,open
Port Egress,38063,open
Port Egress,38064,open
Port Egress,38066,open
Port Egress,38067,open
Port Egress,38068,open
Port Egress,38069,open
Port Egress,38070,open
Port Egress,38071,open
Port Egress,38072,open
Port Egress,38073,open
Port Egress,38074,open
Port Egress,38075,open
Port Egress,38076,open
Port Egress,38077,open
Port Egress,38078,open
Port Egress,38079,open
Port Egress,38080,open
Port Egress,38081,open
Port Egress,38082,open
Port Egress,38083,open
Port Egress,38084,open
Port Egress,38086,open
Port Egress,38085,open
Port Egress,38087,open
Port Egress,38088,open
Port Egress,38090,open
Port Egress,38089,open
Port Egress,38091,open
Port Egress,38092,open
Port Egress,38093,open
Port Egress,38095,open
Port Egress,38094,open
Port Egress,38096,open
Port Egress,38097,open
Port Egress,38098,open
Port Egress,38099,open
Port Egress,38100,open
Port Egress,38101,open
Port Egress,38102,open
Port Egress,38103,open
Port Egress,38104,open
Port Egress,38105,open
Port Egress,38106,open
Port Egress,38107,open
Port Egress,38108,open
Port Egress,38109,open
Port Egress,38111,open
Port Egress,38110,open
Port Egress,38112,open
Port Egress,38113,open
Port Egress,38114,open
Port Egress,38115,open
Port Egress,38116,open
Port Egress,38117,open
Port Egress,38118,open
Port Egress,38119,open
Port Egress,38120,open
Port Egress,38121,open
Port Egress,38122,open
Port Egress,38123,open
Port Egress,38124,open
Port Egress,38126,open
Port Egress,38125,open
Port Egress,38127,open
Port Egress,38129,open
Port Egress,38128,open
Port Egress,38131,open
Port Egress,38130,open
Port Egress,38132,open
Port Egress,38133,open
Port Egress,38134,open
Port Egress,38135,open
Port Egress,38136,open
Port Egress,38137,open
Port Egress,38138,open
Port Egress,38139,open
Port Egress,38140,open
Port Egress,38141,open
Port Egress,38142,open
Port Egress,38143,open
Port Egress,38144,open
Port Egress,38145,open
Port Egress,38146,open
Port Egress,38147,open
Port Egress,38148,open
Port Egress,38149,open
Port Egress,38150,open
Port Egress,38151,open
Port Egress,38152,open
Port Egress,38154,open
Port Egress,38153,open
Port Egress,38156,open
Port Egress,38155,open
Port Egress,38157,open
Port Egress,38158,open
Port Egress,38160,open
Port Egress,38159,open
Port Egress,38161,open
Port Egress,38162,open
Port Egress,38163,open
Port Egress,38164,open
Port Egress,38166,open
Port Egress,38165,open
Port Egress,38168,open
Port Egress,38167,open
Port Egress,38169,open
Port Egress,38170,open
Port Egress,38171,open
Port Egress,38172,open
Port Egress,38173,open
Port Egress,38174,open
Port Egress,38175,open
Port Egress,38176,open
Port Egress,38177,open
Port Egress,38178,open
Port Egress,38179,open
Port Egress,38181,open
Port Egress,38180,open
Port Egress,38182,open
Port Egress,38183,open
Port Egress,38184,open
Port Egress,38185,open
Port Egress,38186,open
Port Egress,38187,open
Port Egress,38189,open
Port Egress,38188,open
Port Egress,38191,open
Port Egress,38190,open
Port Egress,38192,open
Port Egress,38193,open
Port Egress,38194,open
Port Egress,38195,open
Port Egress,38196,open
Port Egress,38198,open
Port Egress,38197,open
Port Egress,38199,open
Port Egress,38200,open
Port Egress,38201,open
Port Egress,38202,open
Port Egress,38203,open
Port Egress,38204,open
Port Egress,38205,open
Port Egress,38206,open
Port Egress,38208,open
Port Egress,38207,open
Port Egress,38209,open
Port Egress,38210,open
Port Egress,38211,open
Port Egress,38212,open
Port Egress,38213,open
Port Egress,38214,open
Port Egress,38215,open
Port Egress,38216,open
Port Egress,38217,open
Port Egress,38218,open
Port Egress,38219,open
Port Egress,38220,open
Port Egress,38221,open
Port Egress,38222,open
Port Egress,38223,open
Port Egress,38224,open
Port Egress,38225,open
Port Egress,38226,open
Port Egress,38227,open
Port Egress,38228,open
Port Egress,38229,open
Port Egress,38230,open
Port Egress,38231,open
Port Egress,38232,open
Port Egress,38233,open
Port Egress,38234,open
Port Egress,38235,open
Port Egress,38236,open
Port Egress,38237,open
Port Egress,38238,open
Port Egress,38239,open
Port Egress,38240,open
Port Egress,38241,open
Port Egress,38242,open
Port Egress,38243,open
Port Egress,38244,open
Port Egress,38245,open
Port Egress,38246,open
Port Egress,38247,open
Port Egress,38248,open
Port Egress,38249,open
Port Egress,38250,open
Port Egress,38251,open
Port Egress,38252,open
Port Egress,38253,open
Port Egress,38254,open
Port Egress,38256,open
Port Egress,38255,open
Port Egress,38257,open
Port Egress,38258,open
Port Egress,38259,open
Port Egress,38260,open
Port Egress,38261,open
Port Egress,38262,open
Port Egress,38263,open
Port Egress,38264,open
Port Egress,38265,open
Port Egress,38266,open
Port Egress,38267,open
Port Egress,38268,open
Port Egress,38269,open
Port Egress,38270,open
Port Egress,38271,open
Port Egress,38272,open
Port Egress,38273,open
Port Egress,38274,open
Port Egress,38275,open
Port Egress,38276,open
Port Egress,38277,open
Port Egress,38278,open
Port Egress,38279,open
Port Egress,38280,open
Port Egress,38281,open
Port Egress,38282,open
Port Egress,38283,open
Port Egress,38284,open
Port Egress,38285,open
Port Egress,38286,open
Port Egress,38287,open
Port Egress,38288,open
Port Egress,38289,open
Port Egress,38290,open
Port Egress,38291,open
Port Egress,38292,open
Port Egress,38293,open
Port Egress,38294,open
Port Egress,38295,open
Port Egress,38296,open
Port Egress,38297,open
Port Egress,38298,open
Port Egress,38299,open
Port Egress,38300,open
Port Egress,38301,open
Port Egress,38302,open
Port Egress,38304,open
Port Egress,38303,open
Port Egress,38305,open
Port Egress,38307,open
Port Egress,38306,open
Port Egress,38308,open
Port Egress,38309,open
Port Egress,38310,open
Port Egress,38312,open
Port Egress,38311,open
Port Egress,38313,open
Port Egress,38314,open
Port Egress,38315,open
Port Egress,38316,open
Port Egress,38317,open
Port Egress,38318,open
Port Egress,38319,open
Port Egress,38320,open
Port Egress,38321,open
Port Egress,38323,open
Port Egress,38322,open
Port Egress,38324,open
Port Egress,38325,open
Port Egress,38326,open
Port Egress,38328,open
Port Egress,38327,open
Port Egress,38331,open
Port Egress,38329,open
Port Egress,38330,open
Port Egress,38332,open
Port Egress,38333,open
Port Egress,38334,open
Port Egress,38335,open
Port Egress,38336,open
Port Egress,38337,open
Port Egress,38338,open
Port Egress,38339,open
Port Egress,38340,open
Port Egress,38341,open
Port Egress,38342,open
Port Egress,38343,open
Port Egress,38344,open
Port Egress,38346,open
Port Egress,38345,open
Port Egress,38347,open
Port Egress,38348,open
Port Egress,38349,open
Port Egress,38350,open
Port Egress,38351,open
Port Egress,38352,open
Port Egress,38353,open
Port Egress,38354,open
Port Egress,38355,open
Port Egress,38356,open
Port Egress,38357,open
Port Egress,38358,open
Port Egress,38359,open
Port Egress,38360,open
Port Egress,38361,open
Port Egress,38362,open
Port Egress,38363,open
Port Egress,38364,open
Port Egress,38365,open
Port Egress,38367,open
Port Egress,38366,open
Port Egress,38368,open
Port Egress,38369,open
Port Egress,38370,open
Port Egress,38371,open
Port Egress,38372,open
Port Egress,38373,open
Port Egress,38374,open
Port Egress,38375,open
Port Egress,38376,open
Port Egress,38377,open
Port Egress,38379,open
Port Egress,38378,open
Port Egress,38381,open
Port Egress,38382,open
Port Egress,38380,open
Port Egress,38383,open
Port Egress,38384,open
Port Egress,38386,open
Port Egress,38385,open
Port Egress,38387,open
Port Egress,38388,open
Port Egress,38389,open
Port Egress,38390,open
Port Egress,38391,open
Port Egress,38392,open
Port Egress,38394,open
Port Egress,38393,open
Port Egress,38395,open
Port Egress,38396,open
Port Egress,38397,open
Port Egress,38398,open
Port Egress,38399,open
Port Egress,38400,open
Port Egress,38401,open
Port Egress,38402,open
Port Egress,38403,open
Port Egress,38404,open
Port Egress,38405,open
Port Egress,38406,open
Port Egress,38407,open
Port Egress,38408,open
Port Egress,38409,open
Port Egress,38410,open
Port Egress,38411,open
Port Egress,38412,open
Port Egress,38414,open
Port Egress,38413,open
Port Egress,38415,open
Port Egress,38416,open
Port Egress,38417,open
Port Egress,38418,open
Port Egress,38419,open
Port Egress,38420,open
Port Egress,38421,open
Port Egress,38422,open
Port Egress,38423,open
Port Egress,38424,open
Port Egress,38425,open
Port Egress,38426,open
Port Egress,38427,open
Port Egress,38428,open
Port Egress,38430,open
Port Egress,38429,open
Port Egress,38431,open
Port Egress,38433,open
Port Egress,38432,open
Port Egress,38434,open
Port Egress,38435,open
Port Egress,38436,open
Port Egress,38437,open
Port Egress,38438,open
Port Egress,38439,open
Port Egress,38440,open
Port Egress,38441,open
Port Egress,38442,open
Port Egress,38443,open
Port Egress,38445,open
Port Egress,38444,open
Port Egress,38446,open
Port Egress,38447,open
Port Egress,38448,open
Port Egress,38449,open
Port Egress,38450,open
Port Egress,38451,open
Port Egress,38452,open
Port Egress,38453,open
Port Egress,38454,open
Port Egress,38455,open
Port Egress,38456,open
Port Egress,38457,open
Port Egress,38458,open
Port Egress,38459,open
Port Egress,38460,open
Port Egress,38461,open
Port Egress,38462,open
Port Egress,38463,open
Port Egress,38464,open
Port Egress,38465,open
Port Egress,38466,open
Port Egress,38467,open
Port Egress,38468,open
Port Egress,38469,open
Port Egress,38470,open
Port Egress,38472,open
Port Egress,38471,open
Port Egress,38473,open
Port Egress,38474,open
Port Egress,38475,open
Port Egress,38476,open
Port Egress,38477,open
Port Egress,38478,open
Port Egress,38479,open
Port Egress,38480,open
Port Egress,38481,open
Port Egress,38483,open
Port Egress,38482,open
Port Egress,38484,open
Port Egress,38485,open
Port Egress,38486,open
Port Egress,38487,open
Port Egress,38488,open
Port Egress,38490,open
Port Egress,38489,open
Port Egress,38491,open
Port Egress,38492,open
Port Egress,38493,open
Port Egress,38494,open
Port Egress,38495,open
Port Egress,38496,open
Port Egress,38497,open
Port Egress,38498,open
Port Egress,38499,open
Port Egress,38500,open
Port Egress,38501,open
Port Egress,38502,open
Port Egress,38503,open
Port Egress,38504,open
Port Egress,38505,open
Port Egress,38506,open
Port Egress,38507,open
Port Egress,38508,open
Port Egress,38509,open
Port Egress,38510,open
Port Egress,38511,open
Port Egress,38512,open
Port Egress,38513,open
Port Egress,38514,open
Port Egress,38515,open
Port Egress,38516,open
Port Egress,38517,open
Port Egress,38518,open
Port Egress,38519,open
Port Egress,38520,open
Port Egress,38521,open
Port Egress,38522,open
Port Egress,38523,open
Port Egress,38524,open
Port Egress,38525,open
Port Egress,38526,open
Port Egress,38528,open
Port Egress,38527,open
Port Egress,38529,open
Port Egress,38530,open
Port Egress,38531,open
Port Egress,38532,open
Port Egress,38533,open
Port Egress,38534,open
Port Egress,38535,open
Port Egress,38536,open
Port Egress,38537,open
Port Egress,38538,open
Port Egress,38539,open
Port Egress,38540,open
Port Egress,38541,open
Port Egress,38542,open
Port Egress,38543,open
Port Egress,38544,open
Port Egress,38545,open
Port Egress,38546,open
Port Egress,38547,open
Port Egress,38548,open
Port Egress,38550,open
Port Egress,38549,open
Port Egress,38551,open
Port Egress,38552,open
Port Egress,38554,open
Port Egress,38553,open
Port Egress,38555,open
Port Egress,38557,open
Port Egress,38556,open
Port Egress,38558,open
Port Egress,38559,open
Port Egress,38560,open
Port Egress,38561,open
Port Egress,38562,open
Port Egress,38563,open
Port Egress,38564,open
Port Egress,38565,open
Port Egress,38566,open
Port Egress,38567,open
Port Egress,38568,open
Port Egress,38569,open
Port Egress,38570,open
Port Egress,38571,open
Port Egress,38572,open
Port Egress,38573,open
Port Egress,38574,open
Port Egress,38575,open
Port Egress,38576,open
Port Egress,38577,open
Port Egress,38579,open
Port Egress,38578,open
Port Egress,38580,open
Port Egress,38581,open
Port Egress,38582,open
Port Egress,38583,open
Port Egress,38584,open
Port Egress,38585,open
Port Egress,38586,open
Port Egress,38587,open
Port Egress,38588,open
Port Egress,38589,open
Port Egress,38590,open
Port Egress,38591,open
Port Egress,38592,open
Port Egress,38593,open
Port Egress,38594,open
Port Egress,38595,open
Port Egress,38596,open
Port Egress,38597,open
Port Egress,38598,open
Port Egress,38599,open
Port Egress,38600,open
Port Egress,38602,open
Port Egress,38601,open
Port Egress,38603,open
Port Egress,38604,open
Port Egress,38605,open
Port Egress,38606,open
Port Egress,38607,open
Port Egress,38608,open
Port Egress,38609,open
Port Egress,38610,open
Port Egress,38611,open
Port Egress,38612,open
Port Egress,38613,open
Port Egress,38614,open
Port Egress,38615,open
Port Egress,38616,open
Port Egress,38617,open
Port Egress,38618,open
Port Egress,38619,open
Port Egress,38620,open
Port Egress,38621,open
Port Egress,38622,open
Port Egress,38623,open
Port Egress,38624,open
Port Egress,38625,open
Port Egress,38626,open
Port Egress,38627,open
Port Egress,38628,open
Port Egress,38630,open
Port Egress,38631,open
Port Egress,38629,open
Port Egress,38632,open
Port Egress,38633,open
Port Egress,38634,open
Port Egress,38635,open
Port Egress,38637,open
Port Egress,38636,open
Port Egress,38638,open
Port Egress,38639,open
Port Egress,38640,open
Port Egress,38641,open
Port Egress,38642,open
Port Egress,38643,open
Port Egress,38644,open
Port Egress,38645,open
Port Egress,38646,open
Port Egress,38647,open
Port Egress,38648,open
Port Egress,38649,open
Port Egress,38650,open
Port Egress,38651,open
Port Egress,38652,open
Port Egress,38653,open
Port Egress,38654,open
Port Egress,38655,open
Port Egress,38656,open
Port Egress,38657,open
Port Egress,38658,open
Port Egress,38659,open
Port Egress,38660,open
Port Egress,38661,open
Port Egress,38662,open
Port Egress,38663,open
Port Egress,38664,open
Port Egress,38665,open
Port Egress,38666,open
Port Egress,38667,open
Port Egress,38668,open
Port Egress,38669,open
Port Egress,38671,open
Port Egress,38670,open
Port Egress,38672,open
Port Egress,38673,open
Port Egress,38674,open
Port Egress,38675,open
Port Egress,38676,open
Port Egress,38677,open
Port Egress,38678,open
Port Egress,38679,open
Port Egress,38680,open
Port Egress,38681,open
Port Egress,38682,open
Port Egress,38683,open
Port Egress,38684,open
Port Egress,38685,open
Port Egress,38686,open
Port Egress,38687,open
Port Egress,38688,open
Port Egress,38689,open
Port Egress,38690,open
Port Egress,38691,open
Port Egress,38692,open
Port Egress,38694,open
Port Egress,38693,open
Port Egress,38696,open
Port Egress,38695,open
Port Egress,38697,open
Port Egress,38698,open
Port Egress,38699,open
Port Egress,38700,open
Port Egress,38701,open
Port Egress,38702,open
Port Egress,38703,open
Port Egress,38704,open
Port Egress,38705,open
Port Egress,38706,open
Port Egress,38708,open
Port Egress,38707,open
Port Egress,38709,open
Port Egress,38711,open
Port Egress,38710,open
Port Egress,38712,open
Port Egress,38714,open
Port Egress,38713,open
Port Egress,38715,open
Port Egress,38716,open
Port Egress,38717,open
Port Egress,38718,open
Port Egress,38720,open
Port Egress,38719,open
Port Egress,38721,open
Port Egress,38722,open
Port Egress,38723,open
Port Egress,38724,open
Port Egress,38725,open
Port Egress,38726,open
Port Egress,38728,open
Port Egress,38727,open
Port Egress,38729,open
Port Egress,38730,open
Port Egress,38732,open
Port Egress,38731,open
Port Egress,38733,open
Port Egress,38734,open
Port Egress,38735,open
Port Egress,38736,open
Port Egress,38737,open
Port Egress,38738,open
Port Egress,38739,open
Port Egress,38740,open
Port Egress,38741,open
Port Egress,38742,open
Port Egress,38743,open
Port Egress,38744,open
Port Egress,38745,open
Port Egress,38746,open
Port Egress,38747,open
Port Egress,38748,open
Port Egress,38750,open
Port Egress,38749,open
Port Egress,38751,open
Port Egress,38753,open
Port Egress,38752,open
Port Egress,38754,open
Port Egress,38755,open
Port Egress,38756,open
Port Egress,38757,open
Port Egress,38758,open
Port Egress,38759,open
Port Egress,38760,open
Port Egress,38762,open
Port Egress,38761,open
Port Egress,38764,open
Port Egress,38763,open
Port Egress,38766,open
Port Egress,38765,open
Port Egress,38767,open
Port Egress,38768,open
Port Egress,38769,open
Port Egress,38771,open
Port Egress,38770,open
Port Egress,38772,open
Port Egress,38774,open
Port Egress,38773,open
Port Egress,38775,open
Port Egress,38776,open
Port Egress,38777,open
Port Egress,38778,open
Port Egress,38779,open
Port Egress,38780,open
Port Egress,38781,open
Port Egress,38782,open
Port Egress,38783,open
Port Egress,38784,open
Port Egress,38785,open
Port Egress,38786,open
Port Egress,38787,open
Port Egress,38788,open
Port Egress,38789,open
Port Egress,38790,open
Port Egress,38791,open
Port Egress,38792,open
Port Egress,38793,open
Port Egress,38794,open
Port Egress,38795,open
Port Egress,38796,open
Port Egress,38797,open
Port Egress,38798,open
Port Egress,38800,open
Port Egress,38799,open
Port Egress,38801,open
Port Egress,38802,open
Port Egress,38804,open
Port Egress,38803,open
Port Egress,38805,open
Port Egress,38806,open
Port Egress,38807,open
Port Egress,38808,open
Port Egress,38809,open
Port Egress,38810,open
Port Egress,38811,open
Port Egress,38812,open
Port Egress,38813,open
Port Egress,38814,open
Port Egress,38815,open
Port Egress,38816,open
Port Egress,38818,open
Port Egress,38819,open
Port Egress,38817,open
Port Egress,38820,open
Port Egress,38821,open
Port Egress,38822,open
Port Egress,38823,open
Port Egress,38824,open
Port Egress,38825,open
Port Egress,38826,open
Port Egress,38827,open
Port Egress,38828,open
Port Egress,38829,open
Port Egress,38830,open
Port Egress,38831,open
Port Egress,38832,open
Port Egress,38833,open
Port Egress,38834,open
Port Egress,38835,open
Port Egress,38836,open
Port Egress,38837,open
Port Egress,38838,open
Port Egress,38839,open
Port Egress,38840,open
Port Egress,38841,open
Port Egress,38842,open
Port Egress,38843,open
Port Egress,38844,open
Port Egress,38845,open
Port Egress,38846,open
Port Egress,38848,open
Port Egress,38847,open
Port Egress,38849,open
Port Egress,38850,open
Port Egress,38851,open
Port Egress,38852,open
Port Egress,38853,open
Port Egress,38854,open
Port Egress,38855,open
Port Egress,38856,open
Port Egress,38857,open
Port Egress,38858,open
Port Egress,38860,open
Port Egress,38861,open
Port Egress,38859,open
Port Egress,38862,open
Port Egress,38864,open
Port Egress,38863,open
Port Egress,38865,open
Port Egress,38866,open
Port Egress,38868,open
Port Egress,38867,open
Port Egress,38869,open
Port Egress,38871,open
Port Egress,38870,open
Port Egress,38872,open
Port Egress,38873,open
Port Egress,38874,open
Port Egress,38875,open
Port Egress,38876,open
Port Egress,38877,open
Port Egress,38878,open
Port Egress,38879,open
Port Egress,38880,open
Port Egress,38881,open
Port Egress,38882,open
Port Egress,38883,open
Port Egress,38884,open
Port Egress,38885,open
Port Egress,38886,open
Port Egress,38887,open
Port Egress,38888,open
Port Egress,38889,open
Port Egress,38890,open
Port Egress,38891,open
Port Egress,38892,open
Port Egress,38894,open
Port Egress,38893,open
Port Egress,38895,open
Port Egress,38896,open
Port Egress,38897,open
Port Egress,38898,open
Port Egress,38899,open
Port Egress,38900,open
Port Egress,38901,open
Port Egress,38902,open
Port Egress,38903,open
Port Egress,38905,open
Port Egress,38904,open
Port Egress,38906,open
Port Egress,38907,open
Port Egress,38908,open
Port Egress,38909,open
Port Egress,38910,open
Port Egress,38911,open
Port Egress,38912,open
Port Egress,38913,open
Port Egress,38914,open
Port Egress,38915,open
Port Egress,38917,open
Port Egress,38916,open
Port Egress,38918,open
Port Egress,38919,open
Port Egress,38920,open
Port Egress,38921,open
Port Egress,38922,open
Port Egress,38924,open
Port Egress,38923,open
Port Egress,38926,open
Port Egress,38925,open
Port Egress,38927,open
Port Egress,38928,open
Port Egress,38929,open
Port Egress,38930,open
Port Egress,38931,open
Port Egress,38932,open
Port Egress,38933,open
Port Egress,38934,open
Port Egress,38935,open
Port Egress,38936,open
Port Egress,38937,open
Port Egress,38938,open
Port Egress,38939,open
Port Egress,38940,open
Port Egress,38941,open
Port Egress,38942,open
Port Egress,38943,open
Port Egress,38944,open
Port Egress,38946,open
Port Egress,38945,open
Port Egress,38947,open
Port Egress,38948,open
Port Egress,38949,open
Port Egress,38950,open
Port Egress,38951,open
Port Egress,38952,open
Port Egress,38953,open
Port Egress,38954,open
Port Egress,38955,open
Port Egress,38956,open
Port Egress,38957,open
Port Egress,38958,open
Port Egress,38959,open
Port Egress,38961,open
Port Egress,38960,open
Port Egress,38962,open
Port Egress,38963,open
Port Egress,38964,open
Port Egress,38965,open
Port Egress,38966,open
Port Egress,38967,open
Port Egress,38968,open
Port Egress,38969,open
Port Egress,38970,open
Port Egress,38971,open
Port Egress,38972,open
Port Egress,38973,open
Port Egress,38975,open
Port Egress,38974,open
Port Egress,38976,open
Port Egress,38978,open
Port Egress,38977,open
Port Egress,38979,open
Port Egress,38980,open
Port Egress,38982,open
Port Egress,38981,open
Port Egress,38983,open
Port Egress,38984,open
Port Egress,38985,open
Port Egress,38986,open
Port Egress,38987,open
Port Egress,38988,open
Port Egress,38991,open
Port Egress,38989,open
Port Egress,38990,open
Port Egress,38992,open
Port Egress,38993,open
Port Egress,38994,open
Port Egress,38995,open
Port Egress,38996,open
Port Egress,38997,open
Port Egress,38998,open
Port Egress,38999,open
Port Egress,39000,open
Port Egress,39001,open
Port Egress,39002,open
Port Egress,39003,open
Port Egress,39004,open
Port Egress,39005,open
Port Egress,39006,open
Port Egress,39007,open
Port Egress,39008,open
Port Egress,39009,open
Port Egress,39010,open
Port Egress,39011,open
Port Egress,39012,open
Port Egress,39013,open
Port Egress,39014,open
Port Egress,39015,open
Port Egress,39016,open
Port Egress,39018,open
Port Egress,39017,open
Port Egress,39020,open
Port Egress,39019,open
Port Egress,39021,open
Port Egress,39022,open
Port Egress,39023,open
Port Egress,39024,open
Port Egress,39025,open
Port Egress,39026,open
Port Egress,39027,open
Port Egress,39028,open
Port Egress,39029,open
Port Egress,39030,open
Port Egress,39031,open
Port Egress,39032,open
Port Egress,39033,open
Port Egress,39034,open
Port Egress,39035,open
Port Egress,39036,open
Port Egress,39038,open
Port Egress,39037,open
Port Egress,39039,open
Port Egress,39040,open
Port Egress,39041,open
Port Egress,39042,open
Port Egress,39043,open
Port Egress,39044,open
Port Egress,39045,open
Port Egress,39046,open
Port Egress,39047,open
Port Egress,39048,open
Port Egress,39049,open
Port Egress,39050,open
Port Egress,39051,open
Port Egress,39052,open
Port Egress,39053,open
Port Egress,39054,open
Port Egress,39055,open
Port Egress,39056,open
Port Egress,39057,open
Port Egress,39058,open
Port Egress,39059,open
Port Egress,39060,open
Port Egress,39061,open
Port Egress,39063,open
Port Egress,39062,open
Port Egress,39064,open
Port Egress,39065,open
Port Egress,39066,open
Port Egress,39067,open
Port Egress,39069,open
Port Egress,39068,open
Port Egress,39070,open
Port Egress,39071,open
Port Egress,39072,open
Port Egress,39073,open
Port Egress,39075,open
Port Egress,39074,open
Port Egress,39076,open
Port Egress,39077,open
Port Egress,39078,open
Port Egress,39079,open
Port Egress,39082,open
Port Egress,39081,open
Port Egress,39080,open
Port Egress,39084,open
Port Egress,39083,open
Port Egress,39085,open
Port Egress,39086,open
Port Egress,39088,open
Port Egress,39087,open
Port Egress,39089,open
Port Egress,39090,open
Port Egress,39091,open
Port Egress,39092,open
Port Egress,39093,open
Port Egress,39094,open
Port Egress,39095,open
Port Egress,39097,open
Port Egress,39096,open
Port Egress,39098,open
Port Egress,39099,open
Port Egress,39100,open
Port Egress,39102,open
Port Egress,39101,open
Port Egress,39103,open
Port Egress,39105,open
Port Egress,39104,open
Port Egress,39107,open
Port Egress,39106,open
Port Egress,39108,open
Port Egress,39110,open
Port Egress,39109,open
Port Egress,39111,open
Port Egress,39112,open
Port Egress,39113,open
Port Egress,39114,open
Port Egress,39115,open
Port Egress,39116,open
Port Egress,39118,open
Port Egress,39117,open
Port Egress,39119,open
Port Egress,39120,open
Port Egress,39121,open
Port Egress,39122,open
Port Egress,39123,open
Port Egress,39124,open
Port Egress,39125,open
Port Egress,39126,open
Port Egress,39128,open
Port Egress,39127,open
Port Egress,39129,open
Port Egress,39130,open
Port Egress,39131,open
Port Egress,39132,open
Port Egress,39133,open
Port Egress,39134,open
Port Egress,39135,open
Port Egress,39136,open
Port Egress,39137,open
Port Egress,39139,open
Port Egress,39138,open
Port Egress,39140,open
Port Egress,39141,open
Port Egress,39142,open
Port Egress,39143,open
Port Egress,39144,open
Port Egress,39145,open
Port Egress,39146,open
Port Egress,39147,open
Port Egress,39148,open
Port Egress,39150,open
Port Egress,39149,open
Port Egress,39151,open
Port Egress,39152,open
Port Egress,39153,open
Port Egress,39154,open
Port Egress,39155,open
Port Egress,39156,open
Port Egress,39157,open
Port Egress,39158,open
Port Egress,39159,open
Port Egress,39160,open
Port Egress,39161,open
Port Egress,39162,open
Port Egress,39163,open
Port Egress,39165,open
Port Egress,39164,open
Port Egress,39168,open
Port Egress,39167,open
Port Egress,39166,open
Port Egress,39169,open
Port Egress,39170,open
Port Egress,39171,open
Port Egress,39172,open
Port Egress,39173,open
Port Egress,39174,open
Port Egress,39175,open
Port Egress,39177,open
Port Egress,39176,open
Port Egress,39178,open
Port Egress,39179,open
Port Egress,39180,open
Port Egress,39181,open
Port Egress,39182,open
Port Egress,39183,open
Port Egress,39184,open
Port Egress,39185,open
Port Egress,39186,open
Port Egress,39188,open
Port Egress,39187,open
Port Egress,39189,open
Port Egress,39190,open
Port Egress,39192,open
Port Egress,39191,open
Port Egress,39193,open
Port Egress,39194,open
Port Egress,39195,open
Port Egress,39197,open
Port Egress,39196,open
Port Egress,39198,open
Port Egress,39199,open
Port Egress,39200,open
Port Egress,39202,open
Port Egress,39201,open
Port Egress,39203,open
Port Egress,39204,open
Port Egress,39205,open
Port Egress,39206,open
